"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",3.9,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",3.9,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",3.8,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2017",3.9,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",5.8,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",5.9,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",5.9,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2017",5.8,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",7.2,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",6.9,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",7,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",2.7,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",2.5,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",2.3,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2017",2.3,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",3.1,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",3.1,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",3.1,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2017",3.1,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",1.8,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",1.6,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",2,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2017",2.1,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",3.8,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",4.1,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",3.7,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2017",4.1,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",3.9,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",4.2,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",4.5,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2017",3,
